Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.000156250860732315,0.000202963757501833,0.0643974948398569,0,0,0,0.477111748769872,0.000590360417130005,3.55501513768205E-10,4.18207256663001E-06,0.000589971083789895,9.8397574064864E-08,0.000221020393022398,0,0,0,0,0,0,package://single_arm_v12/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://single_arm_v12/meshes/base_link.STL,,組合件1-1/轉接座-3;組合件1-1/轉接座-4;組合件1-1/定位塊_側-1;組合件1-1/定位塊_側-2;組合件1-1/轉接座-2;組合件1-1/定位塊_下-1;組合件1-1/轉接座_底-1;組合件1-1/轉接座-1;組合件1-1/m1-1,pose0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Link1,3.4484E-06,0.00039863,0.028769,0,0,0,0.38613,0.00047431,-7.0827E-08,-3.5556E-10,0.00017465,4.1821E-06,0.00048907,0,0,0,0,0,0,package://single_arm_v12/meshes/Link1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://single_arm_v12/meshes/Link1.STL,,m2-1;墊背-1;b2-1;第一軸_轉軸-1,pose1,axis1,Joint1,revolute,0,0,0.1445,0,0,0,base_link,0,0,1,0,0,-3.14,3.14,,,,,,,,
Link2,0.095729,-0.00072614,0.0048854,0,0,0,0.59752,0.00058975,1.0755E-06,3.5702E-06,0.0006006,-8.2912E-08,0.00034684,0,0,0,0,0,0,package://single_arm_v12/meshes/Link2.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://single_arm_v12/meshes/Link2.STL,,軸二左-1;第二軸_上_改-1;軸二右-1;Link1_5cm-1;第二軸_轉軸-1;m3-1;墊背-2;b2-2,pose2,axis2,Joint2,revolute,0,-0.0685,0.0315,1.5708,0,0,Link1,0,0,1,0,0,-3.14,3.14,,,,,,,,
Link3,0.0950697097579501,0.000486628514262413,-0.00665448510708323,0,0,0,0.540858961813482,0.000522621935633082,-8.79484429821779E-07,-3.5701616332413E-06,0.000536365657984312,-8.29116899084057E-08,0.000329231367877467,0,0,0,0,0,0,package://single_arm_v12/meshes/Link3.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://single_arm_v12/meshes/Link3.STL,,軸二左-2;第三軸_上_改-1;Link2_5cm-1;軸三左-1;第二軸_轉軸-2;m4-1,pose3,axis3,Joint3,revolute,0.144,0,-0.0325,0,0,0,Link2,0,0,-1,0,0,-3.14,3.14,,,,,,,,
Link4,-5.55111512312578E-17,0.0124471610012716,0.0305494763505743,0,0,0,0.313854171959486,0.00030905374217572,3.23301560087691E-19,7.34880204351082E-21,0.000138417182248757,-3.51429818496692E-06,0.000324741574348905,0,0,0,0,0,0,package://single_arm_v12/meshes/Link4.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://single_arm_v12/meshes/Link4.STL,,第五軸_轉軸-2;m5-1,pose4,axis4,Joint4,revolute,0.144,0,0.0325,0,0,3.1416,Link3,0,0,1,0,0,-3.14,3.14,,,,,,,,
Link5,0.0305494763505885,0.012416088270216,-0.000878959076247576,0,0,0,0.313854171959487,0.000324741574348904,-3.50552519309467E-06,2.48162957481382E-07,0.000139268063164469,1.20194589741801E-05,0.000308202861260007,0,0,0,0,0,0,package://single_arm_v12/meshes/Link5.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://single_arm_v12/meshes/Link5.STL,,第五軸_轉軸-1;m6-1,pose5,axis5,Joint5,revolute,0,0.0685,0.0346,1.5708,0,1.5708,Link4,-1,0,0,0,0,-3.14,3.14,,,,,,,,
Link6,-0.133780241164774,0.0677662032303002,-0.130842575301641,0,0,0,5.52235788658739,0.0370446908520849,-0.00372955777219157,-0.0278041329981143,0.110606585185722,6.64642755033865E-05,0.103887892600566,0,0,0,0,0,0,package://single_arm_v12/meshes/Link6.STL,1,1,1,1,0,0,0,0,0,0,package://single_arm_v12/meshes/Link6.STL,,,pose6,axis6,Joint6,revolute,0.0346000000000154,0.0683289985903655,-0.00483714292092569,3.14159265358912,1.50012228233503,-1.57079632679559,Link5,0,0,1,0,0,-3.14,3.14,,,,,,,,
